cid,acname,acqualifier,acvalue
44438203,Ki,=,0.106
44438218,Ki,=,0.992
9804612,Ki,<,10
11248705,Ki,=,1.25893
11178830,Ki,=,1.25893
44439167,Ki,=,2.51189
10296414,Ki,=,1.25893
44439165,Ki,=,3.16228
9934284,Ki,=,1.99526
44438197,EC50,=,0.0343
44438199,EC50,=,0.0834
44438222,EC50,=,0.225
44438220,EC50,=,0.0248
44438236,EC50,=,0.02
133633,EC50,=,0.00446
44438209,EC50,=,0.216
44438211,EC50,=,0.26
44438228,EC50,=,0.0347
44438186,EC50,=,0.586
44438201,EC50,=,0.0153
44438203,EC50,=,0.0691
44438218,EC50,=,0.314
44438223,EC50,=,0.0767
44438237,EC50,=,0.166
44438230,EC50,=,0.00213
16665071,Ki,=,0.0017
44439943,Ki,=,0.0384
44439944,Ki,=,0.0228
11558055,Ki,=,0.0175
44408818,Ki,=,0.013
5249956,Ki,=,0.0565
44439945,Ki,=,0.0747
4350931,Ki,=,0.0445
44439942,Ki,=,0.0119
44439396,Ki,=,2.4
44326733,Ki,=,4.6
44439406,Ki,=,8.2
44439407,Ki,=,3.1
44439391,Ki,=,1.9
44439404,Ki,=,1.7
11773414,Ki,=,1.7
424430,Ki,=,1.6
44439390,Ki,=,1.5
44439409,Ki,=,1.6
11418182,Ki,=,0.31
135398737,Ki,=,0.22387
3559,Ki,=,0.0006026
44441222,Ki,<,10
23625925,Ki,<,0.1122
44441218,Ki,<,10
44441219,Ki,<,10
44441217,Ki,<,0.39811
44441225,Ki,<,0.12023
44437896,Ki,=,0.014
44437897,Ki,=,0.023
10404663,Ki,=,0.03
107995,Ki,=,0.0042
9977478,Ki,=,0.00065
14665503,Ki,=,0.00085
3033769,Ki,=,0.017
23642427,Ki,=,0.00068
10021692,Ki,=,0.0022
107995,Ki,=,0.0042
9977478,Ki,=,0.0016
44437897,Ki,=,0.027
23642427,Ki,=,0.00074
14665503,Ki,=,0.00088
10021692,Ki,=,0.0021
10404663,Ki,=,0.03
3033769,Ki,=,0.031
44437896,Ki,=,0.015
44443901,EC50,=,7.2
6005,EC50,=,0.02
57242,EC50,=,0.002
119570,EC50,=,0.027
5095,EC50,=,0.083
11227406,IC50,=,1
11953409,IC50,=,0.64
24754538,Ki,=,0.167
24754983,Ki,=,0.0703
24754914,Ki,=,0.0246
24754540,Ki,=,0.0217
6603867,Ki,=,0.202
24754332,Ki,=,0.0906
24754913,Ki,=,0.649
24754330,Ki,=,0.638
24754400,Ki,=,0.00956
24754400,Ki,=,0.0358
24754400,Ki,=,0.0887
10364677,Ki,=,0.0329
10364677,Ki,=,0.0252
24742011,Ki,=,0.026
24742011,Ki,=,0.238
24742011,Ki,=,0.0586
10178704,Ki,=,0.142
22261332,Ki,=,0.0193
22261332,Ki,=,0.0194
24754476,Ki,=,0.0146
24754400,EC50,=,0.00156
681,EC50,=,0.209
10178704,EC50,=,0.0122
24742011,EC50,=,0.00222
5312149,Ki,=,0.46
44447010,Ki,=,0.015
44447012,Ki,=,0.005
44447013,Ki,=,0.006
44447070,Ki,=,0.01
44447072,Ki,=,0.005
44447028,Ki,=,0.033
44446999,Ki,=,0.01
60854,Ki,=,0.005
44447001,Ki,=,0.021
44447002,Ki,=,0.034
44447003,Ki,=,0.027
44447005,Ki,=,0.021
44447039,Ki,=,0.005
44447008,Ki,=,0.022
44447061,Ki,=,0.008
44447007,Ki,=,0.067
11384634,Ki,=,0.022
44447015,Ki,=,0.006
44447059,Ki,=,0.003
44447018,Ki,=,0.026
25032525,Ki,=,0.015
9849682,Kd,=,0.05623
44447073,Kd,=,0.12589
6918388,IC50,<,0.006
11699340,Ki,=,0.15849
44454190,Ki,=,0.31623
11569996,Ki,=,0.39811
11548755,Ki,=,0.63096
11585248,Ki,=,0.39811
11657494,Ki,=,1
5311096,Ki,=,0.39811
11692376,Ki,=,0.63096
119570,EC50,=,0.005
21786101,EC50,=,0.00065
6005,EC50,=,0.004
681,EC50,=,0.043
24823921,Ki,=,0.21
24824061,Ki,=,0.88
24823922,Ki,=,0.15
24823920,Ki,=,0.33
24824066,Ki,=,6.1
24824065,Ki,=,4.5
10404144,Ki,=,2.9
24824062,Ki,=,0.046
10336538,Ki,=,3.4
24824060,Ki,=,3.4
10336538,Ki,=,6.3
24824061,Ki,=,0.55
24823921,Ki,=,0.15
10404144,Ki,=,2.2
24824062,Ki,=,0.079
24824065,Ki,=,4.7
24824060,Ki,=,1.7
24823922,Ki,=,0.18
24823920,Ki,=,0.22
10336538,Ki,=,3.4
44454709,Ki,=,0.094
44454734,Ki,=,0.12
44454711,Ki,=,0.057
44454685,Ki,=,0.59
44454735,Ki,=,0.31
44454707,Ki,=,1.1
24882561,Ki,=,0.76
10276451,IC50,=,0.0947
10436285,IC50,=,0.0146
10436285,IC50,=,0.0356
11408148,IC50,=,0.111
9826580,IC50,=,0.092
9980998,IC50,=,0.118
9887463,IC50,=,0.00749
11477180,IC50,=,0.0809
9891901,IC50,=,1.28
10001256,IC50,=,0.0161
11351639,IC50,=,0.254
11316847,IC50,=,0.0138
44309509,IC50,=,0.0767
11223885,IC50,=,0.00829
44309510,IC50,=,0.0554
11224283,IC50,=,0.0618
11307083,IC50,=,0.162
44404412,Ki,=,0.025
44404417,Ki,=,0.017
44404460,Ki,=,0.016
44404457,Ki,=,0.059
44404459,Ki,=,0.055
44404463,Ki,=,0.017
44404437,Ki,=,0.021
44404470,Ki,=,0.004
44404449,Ki,=,0.011
44404453,Ki,=,0.035
44404465,Ki,=,0.011
44404443,Ki,=,0.081
44404440,Ki,=,0.073
44404413,Ki,=,0.018
44404422,Ki,=,0.029
44404428,Ki,=,0.012
10367367,Ki,=,0.015
44404450,Ki,=,0.092
44404423,Ki,=,0.012
44404439,Ki,=,0.015
44403210,Ki,=,0.14
44403214,Ki,=,0.24
44403225,Ki,=,0.12
44403232,Ki,=,0.049
44403213,Ki,=,0.018
44403220,Ki,=,0.4
10276451,Ki,=,2.6
44403224,Ki,=,0.057
44403219,Ki,=,0.029
10276451,Ki,=,3.6
44403224,Ki,=,0.044
44403214,Ki,=,0.16
44403225,Ki,=,0.072
44403232,Ki,=,0.039
44403213,Ki,=,0.017
44403220,Ki,=,0.26
44403210,Ki,=,0.098
44403219,Ki,=,0.021
11694483,Ki,=,5.9
11615489,Ki,=,10
119570,Ki,=,1.9
11356479,Ki,=,8.5
10014924,Ki,=,6.9
11694483,Ki,=,4
54562,Ki,=,3
10014924,Ki,=,3
10014924,Ki,=,0.041
54562,Ki,=,0.035
11356479,Ki,=,0.16
11658914,Ki,=,0.21
11615489,Ki,=,0.25
119570,Ki,=,0.021
119570,Ki,=,6.3
10014924,Ki,=,0.052
11356479,Ki,=,0.22
119570,Ki,=,0.021
11658914,Ki,=,0.12
11615489,Ki,=,0.18
54562,Ki,=,3.1
9802187,Ki,=,0.0047
11260311,Ki,=,0.291
9799123,IC50,=,0.188
9104271,IC50,=,0.69
44336061,IC50,=,0.113
60854,IC50,=,0.005
135398737,IC50,=,0.009
11176199,IC50,=,0.044
37461,IC50,=,0.0089
11603842,Ki,=,0.0091
11545687,Ki,=,0.0146
11689690,Ki,=,0.0159
11710817,Ki,=,0.0114
11581611,Ki,=,0.0179
11574985,Ki,=,0.0087
11647101,Ki,=,0.001
11517423,Ki,=,0.0053
11552981,Ki,=,0.0106
11678072,Ki,=,0.015
11524412,Ki,=,0.0155
11588926,Ki,=,0.021
11523930,Ki,=,0.09
11718173,Ki,=,0.0081
9954003,Ki,=,0.0069
11610248,Ki,=,0.045
11596369,Ki,=,0.019
11582322,Ki,=,0.0021
11675785,Ki,=,0.0045
11668731,Ki,=,0.0316
11682536,Ki,=,0.015
11560215,Ki,=,0.0107
11632952,Ki,=,0.024
11704501,Ki,=,0.0047
9885927,Ki,=,0.0113
11553516,Ki,=,0.0074
11495417,Ki,=,0.0357
11552027,Ki,=,0.062
11539056,Ki,=,0.001
11613115,Ki,=,0.0051
11675208,Ki,=,0.0203
11696788,Ki,=,0.0043
3559,Ki,=,0.002
11662592,Ki,=,0.00146
11568826,Ki,=,0.0012
44405469,Ki,=,0.23
44405445,Ki,=,0.5
44405466,Ki,=,4.46
44394743,Ki,=,0.06
11668034,Ki,=,1.5
11559589,Ki,=,0.98
44405522,Ki,=,1.8
44405490,Ki,=,1.3
44405492,Ki,=,0.06
52946556,Ki,=,0.0335
11566744,Ki,=,0.0657
9992499,Ki,=,0.264
11637457,Ki,=,0.092
11716449,Ki,=,0.0826
5249952,Ki,=,0.943
5249956,Ki,=,0.00847
9992499,Ki,=,0.712
5249956,Ki,=,0.0565
11716449,Ki,=,0.253
11637457,Ki,=,0.198
52946556,Ki,=,0.0175
10939008,Ki,=,0.146
11512962,Ki,=,1.246
11547643,Ki,=,0.519
11611862,Ki,=,0.369
11554831,Ki,=,0.0566
11504199,Ki,=,0.13
11509984,Ki,=,0.179
11603959,Ki,=,0.0862
11577696,Ki,=,0.141
11568232,Ki,=,0.0272
10254390,Ki,=,0.373
44405965,Ki,=,0.1372
44405980,Ki,=,0.3632
44406077,Ki,=,0.1646
44405995,Ki,=,0.6265
44406003,Ki,=,1.72
44405985,Ki,=,0.3561
11698732,Ki,=,2.37
11676174,Ki,=,0.02201
9916104,Ki,=,0.351
44406895,Ki,=,0.22
10027629,Ki,=,0.61
10252580,Ki,=,0.447
44406983,Ki,=,0.155
9983212,Ki,=,0.216
9806160,Ki,=,0.32
44407007,Ki,=,0.29
44406885,Ki,=,0.0821
44406926,Ki,=,0.302
10253333,Ki,=,0.307
10456628,Ki,=,0.196
10369220,Ki,=,0.168
44406913,Ki,=,0.148
10390058,Ki,=,0.602
44406984,Ki,=,0.273
44406899,Ki,=,0.646
44406886,Ki,=,0.0894
11754850,Ki,=,0.473
10457955,Ki,=,0.356
2769,IC50,=,0.227
11493794,IC50,=,5.3
15095973,IC50,=,3.9
44407346,Ki,=,0.467
44407347,Ki,=,0.065
44407363,Ki,=,0.093
44407424,Ki,=,0.243
44407425,Ki,=,0.151
44407320,Ki,=,0.254
44407308,Ki,=,0.354
44407436,Ki,=,0.118
44407270,Ki,=,0.126
44407298,Ki,=,0.669
44407307,Ki,=,0.289
11237664,Ki,=,0.246
44407433,Ki,=,0.142
44407300,Ki,=,0.261
44407437,Ki,=,0.083
11522339,Ki,=,0.0079
11716438,Ki,=,0.019
11500677,Ki,=,0.0211
11718008,Ki,=,0.0025
11536995,Ki,=,0.0399
11558055,Ki,=,0.0175
44408818,Ki,=,0.013
11681599,Ki,=,0.004
11716438,Ki,=,0.0369
11500677,Ki,=,0.062
11522339,Ki,=,0.084
11558247,Ki,=,0.0373
11573806,Ki,=,0.0065
11623343,Ki,=,0.0587
11595240,Ki,=,0.00099
4350931,Ki,=,0.0447
11573628,Ki,=,0.002
11493746,Ki,=,0.088
11536995,Ki,=,0.164
11718008,Ki,=,0.21
11558247,Ki,=,0.0261
4350931,Ki,=,0.019
11623343,Ki,=,0.019
11595240,Ki,=,0.00013
11558055,Ki,=,0.0335
44408818,Ki,=,0.00055
11681599,Ki,=,0.0061
11493746,Ki,=,0.0375
11573806,Ki,=,0.00062
11573628,Ki,=,0.0048
44408813,Ki,=,0.71
44408833,Ki,=,0.9
44408630,Ki,=,1.5
21048816,Ki,=,0.22
10369220,Ki,=,0.168
54735210,Ki,=,0.0255
44409720,Ki,=,0.527
44409730,Ki,=,0.159
44409891,Ki,=,0.0913
44409721,Ki,=,0.168
10456628,Ki,=,0.196
10253333,Ki,=,0.307
44409888,Ki,=,0.195
44409726,Ki,=,0.171
9983667,Ki,=,0.936
44409913,Ki,=,0.399
44409704,Ki,=,0.409
44409707,Ki,=,0.174
44409890,Ki,=,0.0658
44409911,Ki,=,0.0591
15949564,Ki,=,0.0626
44409731,Ki,=,0.0173
44409908,Ki,=,0.244
44409925,Ki,=,0.128
44409613,Ki,=,0.137
44409606,Ki,=,0.231
44409706,Ki,=,0.212
44409727,Ki,=,0.234
11948707,Ki,=,2.575
44300865,Ki,=,0.23
17449900,Ki,=,0.011
44412458,Ki,=,0.22
44412468,Ki,=,0.34
17469721,Ki,=,6
44412269,Ki,=,0.12
17449900,EC50,=,0.00028
54562,EC50,=,0.0074
17449900,EC50,=,0.00022
54562,EC50,=,0.01
11983282,EC50,=,0.0017
44412494,Ki,=,1.9
44412182,Ki,=,0.043
44412191,Ki,=,0.25
44300865,Ki,=,0.17
44412458,Ki,=,0.11
44412468,Ki,=,0.19
17449900,Ki,=,0.008
44412269,Ki,=,0.065
44412268,Ki,=,0.86
25333445,Ki,=,2.4
44412482,Ki,=,0.031
10403608,Ki,=,0.075
11983282,Ki,=,0.028
17475863,Ki,=,0.4
41532205,Ki,=,0.037
55191,Ki,=,0.058
2477,Ki,=,0.013
56971,Ki,=,0.11
44412268,Ki,=,1.5
25333445,Ki,=,3
17475863,Ki,=,0.45
41532205,Ki,=,0.063
44412494,Ki,=,2.9
10403608,Ki,=,0.14
44412482,Ki,=,0.04
44412182,Ki,=,0.071
44412191,Ki,=,0.63
11983282,Ki,=,0.038
54562,EC50,=,0.33
11983282,EC50,=,0.025
11983282,EC50,=,0.003
11983282,EC50,=,0.032
54562,EC50,=,0.23
9906978,Ki,=,0.0511
9906978,Ki,=,0.489
13091268,Ki,=,0.0016
11678172,Ki,=,0.042
11504230,Ki,=,0.015
11504230,Ki,=,0.011
3038495,Ki,=,0.22
11706497,Ki,=,0.22
11699469,Ki,=,0.17
11720302,Ki,=,0.035
3038495,Ki,=,0.2
11699469,Ki,=,0.084
11706497,Ki,=,0.14
11678172,Ki,=,0.028
11504230,Ki,=,0.013
11504230,Ki,=,0.0056
11720302,Ki,=,0.12
6469693,Ki,=,0.99
10404144,Ki,=,3.2
11626748,Ki,=,8
11517928,Ki,=,0.71
11633170,Ki,=,0.1
6469693,Ki,=,0.93
11516033,Ki,=,2.7
10404144,Ki,=,4.3
11626748,Ki,=,7.8
11696910,Ki,=,0.67
11583188,Ki,=,0.072
11661609,Ki,=,0.15
11697270,Ki,=,0.028
9995904,Ki,=,0.29
11682812,Ki,=,0.28
135398737,Ki,=,0.028
11559581,Ki,=,8.2
11655570,Ki,=,0.097
11631892,Ki,=,2.7
11696910,Ki,=,1.1
11583188,Ki,=,0.073
11517928,Ki,=,1.1
11633170,Ki,=,0.21
11638780,Ki,=,9.9
11689612,Ki,=,0.59
11661609,Ki,=,0.24
11697270,Ki,=,0.049
9995904,Ki,=,3.1
11682812,Ki,=,0.53
135398737,Ki,=,0.041
11655570,Ki,=,0.088
11631892,Ki,=,4.2
11516033,Ki,=,3.2
11575799,Ki,=,3.5
11581237,Ki,=,0.096
11574902,Ki,=,0.13
11575799,Ki,=,3.7
11581237,Ki,=,0.079
11574902,Ki,=,0.14
11689612,Ki,=,0.28
6469693,Ki,=,0.4
6469693,Ki,=,0.11
11849181,Ki,=,0.146
11370781,Ki,=,1.82
11849182,Ki,=,0.164
11849229,Ki,=,0.14
11739255,Ki,=,0.0684
11772112,Ki,=,0.112
11151920,Ki,=,0.068
11849736,Ki,=,0.257
11200205,Ki,=,0.0645
11772242,Ki,=,0.221
11849816,Ki,=,0.0253
11199162,Ki,=,0.0638
11336814,Ki,=,0.0466
11771801,Ki,=,2.53
11451703,Ki,=,0.171
11849776,Ki,=,0.125
11325334,Ki,=,0.168
11164276,Ki,=,0.132
11256262,Ki,=,0.128
11772767,Ki,=,0.0987
11849821,Ki,=,0.368
11849268,Ki,=,0.0194
11849778,Ki,=,0.225
11849266,Ki,=,0.0609
11324794,Ki,=,0.172
11849775,Ki,=,0.101
11221906,Ki,=,0.137
11849267,Ki,=,0.0765
11211058,Ki,=,0.995
11185987,Ki,=,0.257
11849820,EC50,=,0.366
44415672,Ki,=,0.383
44415689,Ki,=,0.496
44415569,Ki,=,0.34
44415690,Ki,=,0.287
44415704,Ki,=,1.015
44415593,Ki,=,0.458
16007117,Ki,=,0.181
44415824,Ki,=,0.709
44415849,Ki,=,0.139
44415567,Ki,=,3.648
44415839,Ki,=,0.175
44415848,Ki,=,1.28
44415615,Ki,=,1.126
44415690,Ki,=,0.287
44415721,Ki,=,0.036
44415835,Ki,=,5.561
44415584,Ki,=,0.792
16007117,Ki,=,0.181
44415598,Ki,=,0.338
44415624,Ki,=,0.421
136043855,Ki,=,0.008
136043857,Ki,=,0.08
44415569,Ki,=,0.34
136043854,Ki,=,0.029
44415701,Ki,=,0.267
44415702,Ki,=,0.175
135398737,Ki,=,0.208
44415543,Ki,=,1.15
44415568,Ki,=,1.362
136043859,Ki,=,0.065
44415599,Ki,=,0.063
136043856,Ki,=,0.177
44415807,Ki,=,1.571
44415822,Ki,=,1.616
44415827,Ki,=,0.197
44415600,Ki,=,0.202
44415601,Ki,=,0.533
44415633,Ki,=,0.097
44415836,Ki,=,0.409
44415837,Ki,=,0.998
44415649,Ki,=,3.23
44415582,Ki,=,4.927
44415625,Ki,=,0.759
135458464,Ki,=,0.0034
44415648,Ki,=,1.261
44415685,Ki,=,0.27
44415838,Ki,=,0.194
44415605,Ki,=,1.186
44415802,Ki,=,0.828
44415670,Ki,=,0.069
44415606,Ki,=,1.379
44415686,Ki,=,0.286
44415738,Ki,=,3.896
44415743,Ki,=,1.969
44415826,Ki,=,0.231
44415382,Ki,=,0.621
44415536,Ki,=,0.35
44415558,Ki,=,0.931
44415551,Ki,=,9.251
44415535,Ki,=,1.776
44415552,Ki,=,1.521
44415672,Ki,=,0.383
44415688,Ki,=,0.374
44415345,Ki,=,3
44415518,Ki,=,0.181
44415628,Ki,=,1.474
44415507,Ki,=,1.126
44415745,Ki,=,0.608
44415560,Ki,=,0.431
44415689,Ki,=,0.496
15225749,Ki,=,0.647
44415506,Ki,=,0.517
44415690,Ki,=,0.287
44415594,Ki,=,1.314
44415613,Ki,=,3.772
44415657,Ki,=,0.18
44415724,Ki,=,0.39
44415673,Ki,=,0.196
44415844,Ki,=,0.484
44415367,Ki,=,0.4
44415368,Ki,=,1.95
44415577,Ki,=,0.46
44415579,Ki,=,3.818
44415704,Ki,=,1.015
44415595,Ki,=,0.215
44415611,Ki,=,0.837
44415629,Ki,=,2.997
44415383,Ki,=,0.582
44415593,Ki,=,0.458
44415705,Ki,=,0.092
44415723,Ki,=,0.24
44415845,Ki,=,3
44415338,Ki,=,2.084
44415517,Ki,=,0.921
44415544,Ki,=,2.386
44415569,Ki,=,0.34
44415612,Ki,=,0.274
16007117,Ki,=,0.181
44415954,Ki,=,1.85
44415394,Ki,=,1.6
44415473,Ki,=,1.9
135398737,Ki,=,0.208
44415543,Ki,=,1.15
44415578,Ki,=,0.63
44415658,Ki,=,0.078
44415703,Ki,=,6.394
11973809,Ki,=,5
11973926,Ki,=,5
11973925,Ki,=,5
11973810,Ki,=,5
11973922,Ki,=,5
11995339,Ki,=,5
11973811,Ki,=,5
11973927,Ki,=,5
25142456,Ki,=,1.91
6603820,Ki,=,0.24
15981509,Ki,=,2.5
25142456,Ki,=,3.7
2726,Ki,=,0.008
49861266,Ki,=,0.34
24878061,Ki,=,6.8
16090821,Ki,=,0.143
4350931,Ki,=,0.0445
16090814,Ki,=,0.0145
4350931,Ki,=,0.019
16090814,Ki,=,0.0015
16090821,Ki,=,0.038
11224283,EC50,=,0.0618
11307083,EC50,=,0.162
11316847,EC50,=,0.0138
5311096,Ki,=,0.39811
45272634,Ki,=,0.12589
45270903,Ki,=,0.02512
45273551,Ki,=,0.19953
45267480,Ki,=,0.02512
45267492,Ki,=,0.31623
45268346,Ki,=,0.50119
45271737,Ki,=,0.1
45269235,Ki,=,0.63096
45272635,Ki,=,0.01995
45273522,Ki,=,0.005012
45273523,Ki,=,0.02512
45273510,Ki,=,0.07943
45267471,Ki,=,0.003981
45267504,Ki,=,0.25119
45270916,Ki,=,0.15849
45272616,Ki,=,0.03162
45273545,Ki,=,0.12589
45268438,Ki,=,0.02512
45271753,Ki,=,0.1
45271738,Ki,=,0.01585
45267503,Ki,=,1
11584660,Ki,=,0.31623
45268345,Ki,=,0.25119
45271760,Ki,=,0.05012
45273530,Ki,=,0.05012
45267491,Ki,=,0.003162
45268333,Ki,=,0.31623
45268373,Ki,=,1.58489
44517726,Ki,=,0.1
45273529,Ki,=,0.07943
9849682,Kd,=,0.05623
44564950,Kd,=,0.77625
17955460,Kd,=,0.48978
44222488,Ki,=,0.22
11036641,Ki,=,0.013
10476504,Ki,=,0.15
10336538,Ki,=,2.3
11676195,Ki,=,0.037
45273045,Ki,=,0.35
44222483,Ki,=,0.0022
11036641,Ki,=,0.011
44222483,Ki,=,0.0014
10476504,Ki,=,0.31
44222488,Ki,=,0.16
10336538,Ki,=,3.4
11676195,Ki,=,0.016
45273045,Ki,=,0.28
44222483,Ki,=,0.02
10476504,Ki,=,0.12
11676195,Ki,=,0.026
45273045,Ki,=,3.6
11036641,Ki,=,0.083
172267,EC50,=,0.0104
681,EC50,=,0.209
45273211,EC50,=,0.0412
44192200,Ki,=,1.306
45268113,Ki,=,0.03981
45268141,Ki,=,0.15849
45273292,Ki,=,0.1
45273334,Ki,=,0.07943
45268120,Ki,=,0.63096
45271516,Ki,=,1
45267270,Ki,=,0.02512
45268987,Ki,=,0.79433
45270678,Ki,=,0.50119
45272438,Ki,=,0.50119
45272437,Ki,=,2.51189
44517726,Ki,=,0.1
45272426,Ki,=,0.01995
45273273,Ki,=,1.25893
45269000,Ki,=,1
45271499,Ki,=,0.50119
44249745,Ki,=,0.1
45271548,Ki,=,0.05012
45272415,Ki,=,0.79433
45268119,Ki,=,0.15849
45267251,Ki,=,0.15849
45267254,Ki,=,0.1
45271511,Ki,=,0.03981
45268142,Ki,=,0.15849
45271520,Ki,=,0.25119
45269860,Ki,=,0.39811
45272414,Ki,=,0.25119
44249745,Ki,=,0.15849
45268148,Ki,=,0.19953
45268990,Ki,=,0.31623
45269020,Ki,=,0.01259
45271491,Ki,=,0.25119
45271510,Ki,=,0.01585
45268112,Ki,=,0.00631
45272434,Ki,=,0.31623
45273272,Ki,=,0.25119
45273266,Ki,=,0.03162
44241718,Ki,=,0.15
45268293,Ki,=,1.1
45270021,Ki,=,8.6
45269168,Ki,=,0.84
135398737,Ki,=,0.041
45268292,Ki,=,0.57
45272580,Ki,=,1.3
45270861,Ki,=,4.7
45267435,Ki,=,2.6
45272537,Ki,=,2.3
45273442,Ki,=,3.3
45270813,Ki,=,0.26
135524323,Ki,=,0.13
16121920,Ki,=,2.6
44241718,Ki,=,0.27
45271653,Ki,=,9.1
45273443,Ki,=,0.39
45272580,Ki,=,0.57
45268292,Ki,=,0.38
135398737,Ki,=,0.028
45269161,Ki,=,10
45267435,Ki,=,2.9
16121920,Ki,=,2.9
45270813,Ki,=,0.16
135524323,Ki,=,0.17
45273443,Ki,=,0.18
45270861,Ki,=,3.5
45272537,Ki,=,2.9
45273442,Ki,=,5.5
45269168,Ki,=,0.4
45268293,Ki,=,0.73
44537919,IC50,=,0.48
44537925,IC50,=,1.57
54562,EC50,=,0.24
44537925,Ki,=,0.08
45481889,Ki,=,0.2
45481875,Ki,=,0.0391
45481888,Ki,=,0.115
45483655,Ki,=,2
54562,Ki,=,0.95
44537919,Ki,=,0.0191
45482151,Ki,=,0.0065
45482153,Ki,=,0.049
45482180,Ki,=,0.001
45482169,Ki,=,0.053
45482152,Ki,=,0.81
45482152,Ki,=,0.017
45482169,Ki,=,0.044
45482180,Ki,=,0.068
45482151,Ki,=,0.28
45482153,Ki,=,1.7
3559,Ki,=,0.0006026
45483288,Ki,=,0.23442
45483190,Ki,=,0.03388
45483246,Ki,=,0.63096
45483261,Ki,=,0.15849
45483269,Ki,=,0.03236
24900557,Ki,=,0.04898
5073,Ki,=,0.006166
135398737,Ki,=,0.22387
45483655,Ki,=,0.77
45483654,Ki,=,10
54562,Ki,=,0.87
45482789,IC50,=,1.59
10380133,IC50,<,5
10337743,IC50,<,5
10067306,IC50,<,5
10407367,IC50,<,5
10472158,IC50,<,5
45272634,Ki,=,0.12589
45270903,Ki,=,0.02512
45273551,Ki,=,0.19953
45273510,Ki,=,0.07943
45267491,Ki,=,0.003162
45268333,Ki,=,0.31623
44517726,Ki,=,0.1
45273529,Ki,=,0.07943
45267471,Ki,=,0.003981
45267504,Ki,=,0.25119
45270916,Ki,=,0.15849
45272616,Ki,=,0.03162
45273545,Ki,=,0.12589
45487513,Ki,=,1.58489
45273530,Ki,=,0.05012
11584660,Ki,=,0.31623
45268345,Ki,=,0.25119
45271760,Ki,=,0.05012
45269235,Ki,=,0.63096
45272635,Ki,=,0.01995
45273522,Ki,=,0.005012
45273523,Ki,=,0.02512
45267480,Ki,=,0.02512
45267492,Ki,=,0.31623
45268346,Ki,=,0.50119
45271737,Ki,=,0.1
5311096,Ki,=,0.39811
45271738,Ki,=,0.01585
45268438,Ki,=,0.02512
45271753,Ki,=,0.1
45267503,Ki,=,1
57533,Ki,=,0.00631
44249745,Ki,=,0.15849
3559,Ki,=,0.003
45486840,Ki,=,0.024
45486825,Ki,=,0.72
45486824,Ki,=,0.003
70693417,Ki,=,0.015
45486902,Ki,=,0.028
52941809,Ki,=,0.024
45486820,Ki,=,0.014
45486845,Ki,=,0.12
45486879,Ki,=,0.1
45486891,Ki,=,0.05
44626329,Ki,=,0.06
44626329,Ki,=,0.017
45486859,Ki,=,0.015
45486891,Ki,=,0.045
45486892,Ki,=,0.22
45486819,Ki,=,0.05
52946660,Ki,=,0.012
45486893,Ki,=,0.14
45486898,Ki,=,0.31
45486887,Ki,=,0.036
172267,Ki,=,0.0588
45486329,Ki,=,0.00885
45486330,Ki,=,0.269
45486341,Ki,=,0.0217
24754478,Ki,=,0.026
45486328,EC50,=,0.0135
681,EC50,=,0.209
45486325,EC50,=,0.0772
24866612,EC50,=,0.0199
172267,EC50,=,0.0412
5095,EC50,=,0.304
45486330,EC50,=,0.116
45486328,Ki,=,0.0577
44588498,Ki,=,0.0406
45486362,Ki,=,0.0475
6603867,Ki,=,0.202
45486360,Ki,=,0.00489
45486336,Ki,=,0.00522
45486332,Ki,=,0.00708
45486333,Ki,=,0.27
24866612,Ki,=,0.264
45486364,Ki,=,0.00374
45486325,Ki,=,0.109
45486363,Ki,=,0.0135
46227242,Ki,=,2.724
46227317,Ki,=,0.32
6603820,Ki,=,2.607
46227273,Ki,=,7.371
13373172,Ki,=,0.486
11558055,Ki,=,0.0175
44408818,Ki,=,0.013
6917970,Ki,=,0.974
42631003,Ki,=,0.08511
46224879,Ki,=,0.03467
197033,Ki,=,0.63096
181743,Ki,=,0.858
46225582,Ki,=,0.39811
46225584,Ki,=,0.79433
24815976,Ki,=,0.25119
24849462,Ki,=,0.01585
46190877,Ki,=,5.01187
46225581,Ki,=,0.03981
24815434,Ki,=,0.02512
24815883,Ki,=,0.12589
46225583,Ki,=,0.07943
24815439,Ki,=,0.03981
46231847,Ki,=,1.647
46231849,Ki,=,0.882
46231846,Ki,=,1.371
46232066,Ki,=,0.55
46231845,Ki,=,1.693
46231848,Ki,=,1.37
46232067,Ki,=,0.012
46231783,Ki,=,0.42
107930,Ki,=,0.98
11223303,Ki,=,6
3036864,Ki,=,1
46231709,Ki,=,1.093
11486421,Ki,=,3.9
46231770,Ki,=,1
46231771,Ki,=,0.618
46231769,Ki,=,2.137
46231834,Ki,=,0.0013
46231768,Ki,=,2.1
46231646,Ki,=,5.4
11235174,Ki,=,3
46231588,Ki,=,6
46231833,Ki,=,0.5
11154178,Ki,=,0.159
46231589,Ki,=,2
11306892,Ki,=,0.566
11452916,Ki,=,3.3
46231772,Ki,=,0.9
11488247,Ki,=,0.331
46231835,Ki,=,0.026
46231541,Ki,=,2
11374299,Ki,=,2
46231645,Ki,=,0.552
46232135,Ki,=,0.051
46231927,Ki,=,0.124
46231782,Ki,=,0.923
46231924,Ki,=,0.483
46231994,Ki,=,0.584
